0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.3642147326527745,0.3575426003299582,0.38048895419413675,0.43569125829208266,0.5127910293723956,0.5894450380666187,0.6396447164265417,0.6674742742670556,0.6690018257889867,0.6675044094301743,0.6250351269845962,0.5588609166329159,0.505912170053409,0.4376825136888831,0.37742905158278495,0.32327274132083605,0.2663598126509341,0.2276485664712018,0.21360310900358037,0.22270101415765664,0.2868085242326135,0.3548008915198291,0.40766621087151167,0.46758960145099726,0.519811687209971,0.5330754602258638,0.5642920159097335,0.6231010233140899,0.6672436402040951,0.6591751669059729,0.6602827010279504,0.6540917651899902,0.6156020009105885,0.5396953783076177,0.4608630220047729,0.3820288023464067,0.30323143910267625,0.23493222310940087,0.2151769094310314,0.21323681318872278,0.2170213580663809,0.24411943542284842,0.3179679074124291,0.3967984592513747,0.4756326789097409,0.5544606739090119,0.626378679717003,0.6447585366464668,0.6314822900111494,0.6343673015382598,0.6541884863813894,0.6546089052058219,0.6546312981525562,0.6663452334452917,0.706332163448113,0.7263101003955228,0.7591300472168827,0.778080493611943,0.796780536204813,0.8127102176805217,0.8129373359643473,0.8151548835852194,0.8346571531990388,0.8369244418858646,0.836924827594653,0.836924827594653,0.836924827594653,0.836924827594653,0.836924827594653,0.8367145144075478,0.8212804530702287,0.8130123843462047,0.81952120178937,0.8158455832686093,0.8129654257452796,0.82043364058906,0.8528689184684914,0.8452323832470947,0.8369650544218707,0.8369280888992621,0.8404204888582476,0.8470364004922617,0.8099373126996281,0.7766720415123523,0.7751202795469503,0.765360799869105,0.7734752279739023,0.8099359157118156,0.8478210950366734,0.8679364684678501,0.8845312488250823,0.8850870245256055,0.898151651590863,0.9088255605221973,0.9088994977023215,0.91427847629001,0.9415491718137621,0.9900375009418743,1.0000000000000004,0.9365209066513178,0.8710102183414237,0.7923806712602417,0.7136364170791265,0.6463130200204446,0.5797459012243245,0.5010327258163754,0.4222062074441961,0.348918986317849,0.2879052267200426,0.20969031389811787,0.13570918456050451,0.07536399219710432,0.01632035829063705,0.0,0.04540596479319037,0.12349710050818086,0.19020663469769694,0.25738058288702925,0.3360533344501335,0.4038270947927547,0.46956666786695545,0.5330147444094226,0.5998161275235754,0.6540430341150332,0.706254792473811,0.7478724012782809,0.7619815131612961,0.7427895765404262,0.7281395774809436,0.7170476299625275,0.7162079117068036,0.6984470855965035,0.6930001686253031,0.6929912540022158,0.6933541167875914,0.7086567330980169,0.7096681140015821,0.684202241244511,0.6838508020611096,0.6961025889567529,0.7269983206439274,0.7563144290622108,0.7943335775380662,0.8135776269013277,0.8336652934057498,0.8579097910465134,0.87775831511328,0.8843189312719968,0.8675693644320699,0.8766709580209908,0.8848886711213595,0.8851887346527549,0.8995351002585674,0.9088639693657679,0.9088916271634484,0.9089310517686413,0.9169484352724706,0.9176099910357975,0.908938539174208,0.9089409458402833,0.9180480842304308,0.9373914489835191,0.9514800874899199,0.9151480420470421,0.870447995278349,0.8513272617025214,0.8371905262481283,0.836924386883239,0.8340189721721125,0.8136704711332952,0.7801565618571074,0.7425022866047315,0.7174853513318471,0.7248552047809786,0.7607461592318598,0.7792171636620777,0.7809385219799236,0.8129708140212006,0.8278883150919585,0.8133634986766474,0.8153276928949,0.8349858557412975,0.8371381866618064,0.8506140047616673,0.8697506560180921,0.9074647330891148,0.9589238941096068,0.9210726924834653,0.8426163152141033,0.7637820999283291,0.6850796687102125,0.6192208705711439,0.5512032784328329,0.4724404616872362,0.398690583996407,0.33801945611981354,0.259990675307487,0.19198835754651755,0.13206929093068442,0.08875714350370423,0.07713967993514803,0.12371228687006086,0.19333340566176327,0.2673062368089383,0.32791490827668346,0.40527918011841013,0.466770369072381,0.5378278601496334,0.5971582974166671,0.6554284478071728,0.7029980558407329,0.7168658278549334,0.7154947149461908,0.6959216271302782,0.6928901854022147,0.6808985475205009,0.6690867165646464,0.6659612031253581,0.6468258315477153,0.6450141537281171,0.645013362077866,0.645013362077866,0.6450650874207762,0.6541571270964601,0.6539910864808753,0.6672354180714875,0.6995216832846922,0.7387614091323993,0.7641457134327774,0.7804043693909435,0.8061430730093151,0.809844886794092,0.7907391046997891,0.7889477203702553,0.7890951281664478,0.8017040259728416,0.8128561712860902,0.8129358944050544,0.8129357646080635,0.811857146683777,0.7931167859692532,0.7813739565773461,0.7780446326190136,0.7767049993301551,0.7742483984701658,0.7725433285591081,0.7738870016247446,0.8098199774319128,0.7975604178360629,0.7893080807603479,0.8040097737523486,0.8129203031648582,0.8143215181790731,0.8329322435794904,0.8241046468393902
